Street Address	Business Start Date	Location Start Date	DBA Name
953 Dwight	2019-07-01	2019-07-01	Anna`s Vegetarina Catering.
1309 9th Ave	2019-12-24	2019-12-24	Dumpling Park
1954 Union St	2016-01-06	2017-04-03	The Caviar Company
1 Ferry Building	2019-07-15	2020-06-10	Delightful Foods
77 Dow Pl Bldg 507	2019-10-04	2019-10-04	Terra Soups
659 Columbus Ave	2018-04-23	2018-05-14	Freshway Fish
26 Magnolia St	2018-05-01	2018-05-01	500 Club
200 23rd Ave	2018-08-28	2018-08-28	Little Sushi Bar
1143 Taraval St	2016-07-25	2016-07-25	The Deli King
88 Collins P Kelley Rd	2019-02-14	2019-02-14	Oh My Green@Git Hub 2nd Floor
600 S Van Ness Ave.	2019-06-10	2019-06-10	Aroy Thai
7 Warriors Way Ste 208	2019-09-20	2019-09-20	Candlestick Pizza
1515 Polk St	2017-04-16	2024-06-27	The Roll
Market St Bldg 125	2017-07-13	2017-07-13	Dolores Park
1455 Market St Ste 3a	2016-06-06	2016-06-06	Kagawa-Ya Udon Noodle Company
2052 Mission St	2017-02-18	2017-02-18	Gourmet At Home Corp
100 1st St	2018-01-01	2022-04-07	Poke Bar
1434 15th	2017-04-07	2017-06-08	Caviar
6800 Mission St 214	2017-10-06	2017-10-06	Ala-Too LLC
1036 Jackson St	2017-01-02	2017-01-02	Birdsong
1355 Market St	2017-08-25	2019-11-19	Matko
200 E Pine E St Ste 168	2016-12-31	2016-12-31	Chez Fayala
428 11th St	2018-09-19	2019-02-22	Marley's Streats
223 Guerrero St	2017-09-12	2017-09-12	Just Eat It
1142 Valencia St	2016-01-04	2016-07-25	Deccan Spice By M&M
2042 Greenwich St Apt	2016-03-16	2016-03-16	Ground Kitchen
2029 Market St	2019-08-16	2021-01-26	Treats By The Bay
3242 22nd St	2019-04-16	2019-04-16	Gabriella's Pizza
1519 Polk St	2018-07-05	2018-07-05	Ora
1 Market St Ste 8	2019-03-01	2019-03-01	Cuia Acai & Positive Food
2 Marina Blvd Bldg C	2018-08-10	2019-07-01	Izzy's Cheesesteaks Food Truck, LLC
1760 Cesar Chavez St	2019-06-26	2021-02-01	Reef Kitchens
167 11th St	2017-07-04	2023-10-10	David Upchurch Chocolatier
410 China Basin St	2018-02-14	2018-02-14	Parklab Gardens
2849 Paces Ferry Se Rd Ste 400	2018-03-06	2018-03-06	Paradies Lagardere
8 Mint Plz	2018-08-27	2018-08-27	Burma Club
1169 Market St	2018-10-17	2018-10-17	Golden Gate Halal Food
422 Larkin St Bldg	2019-02-11	2019-02-11	Slingshot Cafe
210 Beacon St Bldg	2018-08-01	2019-02-28	Spark Coffee
1 Ferry Building 301	2019-08-26	2019-08-26	Snack15 LLC
507 Divisadero St	2019-09-08	2019-09-08	Burke & Black
115 Sansome St 105	2016-02-24	2016-09-01	City Counter
428 11th St	2019-07-08	2019-07-08	Porkie
523 Broadway	2018-07-25	2018-07-25	Urban Curry
524 Van Ness Ave	2016-07-13	2016-07-13	August1five
3198 16th St	2019-01-11	2019-01-11	Elda
200 Market St	2018-06-21	2018-06-21	Taylor Lane Organic Coffee
1392 9th Ave	2019-02-14	2019-04-15	Holy Gelato
330 O'farrell St	2016-09-16	2016-09-16	Yasuo Japanese Restaurant
958 Geneva Ave	2018-07-01	2018-07-01	B&W Kitchen
12 Persia St Apt	2018-12-26	2018-12-26	Los Planes De Renderos
3128 16th St	2016-02-24	2023-11-28	Kaori Ramen Bar
4023 18th St	2017-05-17	2017-05-18	Cafe Roza
1455 Market St Ste 3b	2017-06-28	2017-06-28	Mateos
1740 Fillmore St	2017-02-28	2017-02-28	Royal Indian Cuisine
110 Hunters Point Shipyard Bldg	2017-01-05	2017-01-05	Goldie's Oakwood Bbq LLC.
425 Littlefield Ave	2017-04-01	2017-04-01	James Standfield Catering
393 Eddy St	2018-04-24	2018-08-03	Chicken Broaster Express
4404 3rd St	2016-05-25	2016-05-25	Pizza Zone And Grill
854 Geary Blvd	2018-07-30	2018-07-30	Eric Shou / Tony Kl Shou
1634 46th Ave	2019-04-29	2019-06-29	Automat
59 9th St	2017-02-17	2022-01-01	Namu Stonepot 9th
1121 Polk St	2018-07-30	2018-07-30	El Lopo
50 Post St	2019-02-05	2019-03-05	Greek Table
1954 48th Ave	2018-04-09	2018-04-09	Fire 2 Smoke
4217 Geary Blvd	2018-02-01	2018-02-01	Restaurant
2200 Bryant St	2018-12-20	2018-12-20	Pho At Bryant
76 Natoma St	2019-09-06	2019-11-08	Sam Choy's Poke To The Max
1336 9th Ave	2019-10-30	2023-11-30	Sweet Glory
2268 Chestnut St	2018-12-12	2019-08-07	Virtual Kitchen Co
131 Gough St	2019-01-28	2019-01-28	Petal Aroma Sushi And Asian Fusion
1030 Taraval St	2017-07-18	2017-07-18	Smile House Cafe
65 S 65 Ave Apt 12	2018-01-06	2018-08-02	Mohamed Hamdy
7372 Walnut Ave Ste R	2019-01-10	2019-01-10	Lobsterdamus
1 The Embarcadero	2019-09-30	2019-09-30	Jacobs Specialities LLC
50 California St	2016-12-19	2017-08-14	Joe & The Juice
936 Wildwood Ave.	2017-07-20	2017-07-20	Jvd Marketing
2146 Irving St	2016-07-05	2016-07-05	Sushi Uma Inc
1200 32nd Ave	2016-03-14	2016-03-14	Merchant Roots
1380 9th Ave	2018-08-14	2018-08-14	Sansai Sushi
2257 Mason St	2017-10-27	2017-10-27	Cilantro Sf Taqueria
100 Broderick St 401	2017-05-09	2017-05-09	San Francisco Brewing Co. LLC
1 United Nation Plz	2018-02-21	2018-03-15	Salsa 4 All Seasons
201 Columbus Ave	2016-10-20	2016-10-20	Mr. Bings
294 Turk Ave	2019-11-18	2019-11-18	Hhd Building
319 Newbury St	2018-04-23	2018-04-23	Yohannes Afework
3420 18th St	2018-08-20	2018-08-20	The Brew
1490 Sacramento St 2a	2018-06-01	2018-06-01	Guerrilla Vision LLC
291 3rd Ave	2019-09-13	2022-08-23	Palmetto Superfoods
90 Charter Oak Avenue	2018-09-11	2020-08-24	Momo Noodle
1000 Bush St	2017-10-04	2017-10-04	Gusto Mediterraneo
1379 4th St	2020-01-01	2020-01-01	Rasa Rasa
100 Alemany Blvd	2019-03-27	2022-03-16	Happy Himalayan Momos
684 Broadway St	2017-12-01	2017-12-01	Broadway Dim Sum Cafe
496 Beach St	2016-12-16	2016-12-16	Cod Mother Inc
1501 California St	2020-01-01	2022-09-01	Akiko's
53 Stevenson St	2017-01-26	2017-01-26	Panzon
468 Castro Street	2019-06-10	2019-06-10	Bhoga
273 Sagamore St	2018-05-06	2018-05-06	Tinio Restaurant
1700 Ofarrell St	2018-12-26	2019-07-12	Biota Vegan
954 Geary St Apt 42	2019-03-21	2019-03-21	Enkhtur Enebish
101 Broadway St	2019-09-06	2019-11-08	Sam Choy's Poke To The Max
781 Mission Street	2016-03-11	2017-01-19	Lemonade
865 Vermont St	2019-04-30	2019-04-30	Metropolitan Catering
4340 23rd St	2016-08-28	2016-08-28	City Chai
8 Valencia	2016-10-17	2016-10-17	Yo Dog Organic
1328 18th St	2019-05-17	2019-05-17	Illegal Burgers
1 United Nations Plaza	2017-08-22	2018-04-03	Your Way To Life Foods
123 Mission St	2017-12-27	2019-03-13	Aramark Refreshments At Salesforce
103 Horne Ave	2019-12-19	2022-05-23	The Geez Freeze
406 Dewey Blvd	2018-04-26	2018-05-31	Sushi Shoh
3154 Fillmore St	2017-12-04	2017-12-04	B M Tonkin Inc Dba Eastside West
303 2nd St	2016-09-22	2017-02-20	Sue's Kitchen
3621 Dimond W Ave Apt 4	2019-02-25	2019-02-25	Vegan Mob
3100 18th St	2019-11-01	2019-11-01	Evergreen Garden Restaurant
275 Battery St	2019-09-08	2019-09-10	Il Canto Cafe
5176 3rd St	2018-12-03	2022-12-01	Gumbo Social
5317 Geary Blvd	2019-08-13	2019-08-13	Sf Burger Corporations
728 Post St	2018-03-01	2018-03-01	Mangal Mediterranean Restaurant LLC
2948 Folsom St	2019-04-08	2019-05-21	Halenia
277 Golden Gate Ave	2016-06-06	2022-05-02	Roots And Craft Tea Roasters
10  Neptune St	2018-07-05	2018-07-05	Exquisite Gourmet
651 Capistrano Way Way	2017-04-13	2017-04-13	Mission Dogs
2351 Mission St	2019-06-26	2019-08-19	Reef Kitchens #4
607 Divisadero St	2016-06-07	2016-06-07	Juliette's
728 Post St	2017-01-01	2017-01-01	Bite Room
115 Sansome Ste 200	2018-10-09	2018-10-09	Formica Table LLC
939 Page St	2018-05-09	2018-05-09	Ariana's Energy Bites
450 Balboa St	2018-09-06	2018-09-06	Foghorn Taproom
326 Baker St Apt 4	2018-06-07	2018-06-07	The Cupboard
167 11th St	2019-02-22	2019-02-22	Jora Peruvian Cuisine
1 Mobile Caterers	2017-06-06	2018-04-01	Fullskoop Bush #3
15 Romolo Pl	2019-01-01	2019-01-01	15 Romolo
1254 Hyde St St 111	2018-10-01	2018-10-01	Cafe Okawari
678 Chenery St	2016-12-22	2016-12-22	Tekka House
549 Irving St	2017-01-20	2024-05-28	Momo Tea
14 Garces Drive	2019-09-30	2019-09-30	14 Garces Drive
715 S Mary Ave	2016-05-01	2016-05-01	Acai Ohana
685 Market St	2017-02-15	2017-02-15	Bluestone Lane
3617 Wawona Rd	2016-09-29	2016-09-29	Aedan LLC
3251 20th Ave	2019-07-15	2021-11-01	Delightful Foods
499 Dolores St	2017-02-17	2019-05-23	Namu Stonepot
475 Sixth St	2016-08-23	2019-04-09	Sweetgreen Soma Cloud Kitchen K17
40 Belden Pl	2017-01-03	2022-04-20	Leleka
139 Steuart St	2016-03-01	2016-04-01	Modernist
2546 Third St Apt 6	2016-10-14	2016-10-14	San Francisco
832 Clement St St	2018-05-25	2018-05-25	Lovessy
160 14th St	2016-03-10	2016-03-10	Marigny Food Design, LLC
475 6th St	2019-04-16	2019-04-17	Umami Spoon
222 2nd St	2017-08-01	2017-08-01	Equator Coffees
1575 42nd Ave Ave	2019-08-07	2019-08-07	None
800 Larkin St	2016-08-16	2016-08-16	800 Larkin L.L.C.
330 O'farrell St	2016-09-16	2016-12-06	Ono Sushi
3321 Vicente St	2017-04-06	2017-04-06	Mobilize Love
1050 Valencia St	2018-06-08	2018-06-08	Shabu House Valencia Inc.
150 Folsom St	2016-10-11	2021-12-15	Sweetgreen La LLC
270 Columbus Ave	2018-11-19	2022-03-14	South Sea Dipper
803 Cortland Ave	2019-08-15	2019-08-15	Red Hill Station
1661 Tennessee St	2019-05-01	2021-02-03	Superfine Kitchen
2512 Mission St	2019-09-18	2019-09-18	Arcana
244 Calfornia St 410	2018-08-21	2018-08-21	Mg-350 Mission LLC
1770 32nd Avenue	2019-08-21	2019-08-21	Sissy's Bun Me
601 Mission Bay Blvd North	2019-06-10	2020-10-23	Aroy Thai
1205 Bayside Dr Unit C	2019-07-25	2019-07-25	Sf Dipped
522 25th Ave Apt 4	2016-10-27	2016-10-27	Istanbul Modern SF
3410 Judah St	2019-06-11	2019-08-16	Damn Fine
S Van Ness Ave	2019-01-28	2019-01-28	Grem's Good Dog
1114 Lake St	2017-08-11	2022-01-10	Obour Foods, LLC
221 Harris Ct	2018-01-01	2018-01-01	Taylor Freezers Of California
1770 Pine St 501	2017-01-02	2017-01-02	Roberto Campos
1320 4th St	2019-07-01	2019-07-01	Happy Lemon
450 Rhode Island St	2018-02-25	2018-02-26	Next Level Burger Company, Inc.
5800 Geary St	2018-02-01	2018-02-01	Aziza
3001 Kodiak St 203	2018-04-05	2018-04-05	Wonder Philly
781 Mission St	2016-03-11	2016-03-11	Jackson Catering & Events
5 Masonic Ave	2017-03-22	2017-03-22	Mo'z Cafe S.F.,Inc
2155 Bayshore Blvd	2018-06-29	2018-06-29	Piccolo Pete
648 Bush St	2016-12-13	2016-12-13	Bao Down Gastrobar
2761 21st St	2019-10-21	2020-03-13	Coffeeshop
425 Barneveld Ave	2016-09-01	2016-09-01	Flourish Foods
468 Castro St	2016-01-04	2019-04-08	Bhoga
5322 Geary Blvd	2018-12-27	2018-12-27	Hong Kong Lounge
29 Lee Ave	2018-01-04	2021-05-24	Savor Her Flavors
2512 Clement St	2019-03-01	2023-01-09	Serendipity
1115 Clement St	2016-01-15	2017-05-16	Celestial Flame LLC
320 Firecrest Ave	2019-09-01	2019-01-01	Doordash
2859 Mission St	2016-08-08	2016-08-08	Bob's Falafel & Shawarma
244 Clement St	2017-08-11	2019-01-31	Obour Foods, LLC
1411 18th St	2017-06-19	2017-08-09	Trading Post Sweets
1 Ferry Building 50	2017-03-01	2019-10-16	Ginger Elizabeth Chocolates
888 Brannan St	2017-09-01	2017-09-01	Bulldog Coffee2sf
399 Geary St	2018-02-12	2018-02-12	Fernando Landicho
3985 17th St	2019-10-24	2019-10-24	Cafe De Casa
1455 Market	2019-01-01	2019-01-01	Caviar
383 S Van Ness Ave Apt 3	2019-02-19	2019-02-19	Ma Ma Ma Macaroons
400 Haight St	2018-08-03	2018-08-03	Kibatsu
549 Irving St	2018-12-12	2019-09-22	Local Food Hall
103 Horn Ave	2018-08-21	2018-08-21	Kabob Loverz
760 2nd St	2019-08-26	2019-08-26	Momo's
50 Post St	2019-06-05	2019-10-22	Kefir Lab
18 Yerba Buena Ln	2017-08-03	2017-08-03	Ippudo
2355 Chestnut St	2018-05-07	2018-05-07	David Torres Arambula
242-244 Gough St	2016-12-01	2017-02-17	Tartine Talbot Cafe
Golden Gate Bridge Plaza	2017-08-01	2021-09-02	Equator Coffees
1596 Market St	2018-10-25	2018-10-25	Crossroads Pizzeria Cafe
100 Upper Loop Road, 5th Floor Rd I-5-047	2016-12-23	2018-03-21	Flik International Corporation
300 Mission St # 102	2018-06-28	2021-07-30	Mendocino Farms
716 Grant Ave	2018-05-24	2018-06-01	Snow Garden Express
16941 Harvard Ave	2019-07-16	2019-07-16	S&A Brothers
1196 Folsom St	2018-04-24	2018-04-24	Jmn & Aa LLC/El Capitan Taqueria 1
3911 Alemany Blvd 1001	2019-12-03	2019-12-03	Extreme Pizza
124 Kirkwood Ave	2018-12-03	2020-01-16	Gumbo Social
1501 Vermont St A	2019-05-01	2019-05-01	Live Zola, LLC
694 Valencia St	2018-11-01	2023-09-28	Shen's Porridge
555 Folsom St	2019-05-30	2019-05-30	Dragoneats
4316 Balboa Street	2018-02-13	2018-02-13	Stew Lab
2095 Chestnut St	2019-05-29	2019-05-29	Glaze Teriyaki
320 11th St	2018-05-14	2018-05-14	Seniores Pizza
24 Jasper Place	2017-04-28	2017-04-28	Delivered
2871 24th St	2019-11-08	2019-11-08	L's Caffe
711 Fillmore St	2018-02-21	2018-02-21	Alamo Square Cafe
1362 Funston St Apt 1	2019-04-05	2019-04-05	Resistance Pies
438 Flood Ave	2018-10-17	2018-10-17	Boost Box
31 Cambon Dr	2018-06-28	2018-06-28	Fangyuan Kitchen
191 Pine St	2018-03-20	2018-03-20	Tarara Restaurant + Bar
Sloat Blvd Ste 189	2018-04-25	2018-04-25	Ushitaro
1524 18 Th Ave.	2016-09-09	2016-09-09	Eliseevski
103 Waverly Pl	2018-09-13	2018-09-13	Cool Tea Bar Waverly
6270 Overland Ave	2018-01-23	2020-02-01	Wezy
276 5th St	2018-01-03	2019-08-29	Tycoon Kitchen & Catering
270 Noe St	2018-03-15	2018-03-15	Slow Brine
18 Fairview Ave	2018-09-18	2018-09-18	Francis Eugene Ferrer
130 Gardenside Dr Apt 304	2018-05-30	2018-05-30	Cliffside Cakes
3420 18th Ave	2018-08-20	2018-08-20	Brew Cha
450 Irving St A	2017-04-01	2017-04-01	Lime Tree
338 Grant Ave	2019-02-28	2019-02-28	Amorino Gelato
1616 69th Ave	2018-08-01	2018-08-01	Kure
663 Union St	2016-04-20	2016-04-20	663 Union St
55 Division St	2018-09-12	2024-05-16	R&P
2763 Mission St	2018-01-31	2018-01-31	Casa De La Condesa
1661 Tennessee St 2j	2016-07-05	2018-12-03	Good Use
2623 San Bruno Ave	2018-09-15	2018-09-15	Ramen House Inc
1658 45th Ave	2018-10-14	2018-10-19	Sunset Roasters
115 New Montgomery St	2016-08-10	2016-08-10	The Bird
1708 Laguna St	2017-03-23	2021-02-01	Kiss Seafood
799 Valencia St	2019-06-01	2019-06-01	Yasmin
500 Vernon St 111	2019-07-01	2019-07-01	Hotbird
1760 Cesar Chavez Ste D	2018-08-23	2018-08-23	Avocado & Company LLC
50 Fremont St Fl 40/41	2017-12-27	2019-03-14	Aramark Rfs At Salesforce
1 Ferry Plz Bldg Kio	2017-08-14	2024-01-29	Boug Cali Polo Stop
2154 Irving St	2016-03-01	2016-03-01	Wok Station Inc
3318 Fillmore St	2019-04-28	2022-10-31	Westwood
385 Taylor St	2017-03-15	2017-03-15	Million Thai Restaurant
481 Huntington Ave	2019-03-19	2019-03-19	Cafe Dolci
2097 Mission St	2017-12-13	2017-12-13	La Canasta Produce
2011 Mission St	2016-03-14	2017-08-18	Merchant Roots
2001 Union St Ste 107	2019-03-21	2019-03-21	Edwin Ng
2443 Fillmore St Unit 247	2017-09-20	2017-09-20	Just Potatoes SF
2078 Hayes St	2016-02-23	2016-04-18	Manitas Cafe & Deli
244 Gough St	2016-12-01	2016-12-01	Tartine Talbot Cafe
3501 Mission St	2017-06-09	2017-06-09	Spicy Bites
1819 Polk St 207	2019-04-10	2019-04-10	K8ter 2 You
600 Fifth Ave	2018-04-24	2018-04-24	Tastebuds
1750 Cesar Chavez D	2018-03-01	2018-06-28	Creperie Saint-Germain
239 N San Francisco N St	2019-12-04	2019-12-04	Maxa
4517 3rd St	2019-10-01	2019-10-01	Willys Food Inc
125 3rd St	2016-12-01	2016-12-01	St. Regis Hotel San Francisco Employee Cafeteria
1 Mobile Caterers	2019-06-26	2019-08-21	Vessel Ca Operations #2
2929 19th St	2018-10-10	2018-11-07	Tadam! LLC
1463 Haight St	2017-06-13	2017-06-22	Subnation Subs
1906 Market St	2017-09-20	2017-09-20	Kantine
2323 Polk St	2016-05-11	2016-05-11	Mezcalito
4689 Mission St	2017-01-20	2017-01-20	Mr. T Cafe
2847 Taylor St	2016-09-15	2016-09-15	Fisherman's Grotto
1024 Greenwich St Apt A	2019-03-04	2019-03-04	Urban Eden Eats
1288 Columbus Ave	2018-06-01	2018-06-01	Guerrilla Vision LLC
25 Washington St	2019-03-30	2021-04-01	Bistro Lovessy LLC
1635 47th Ave	2016-07-01	2016-07-01	Kokio Republic
1800 Vallejo Street Apt 1	2017-05-26	2017-05-26	The Maker's Pantry
3440 Balboa St	2018-07-11	2018-07-11	Cielito Lindo Restaurant
574 Valley St	2018-08-26	2018-08-27	Completeats, LLC
900 Avenue D Ave	2019-10-28	2022-06-21	Constellation Culinary
1310 Noriega St	2017-07-26	2017-09-26	Smoky Man
3 Embarcadero Ctr Fl 18	2019-10-28	2021-12-31	Constellation Culinary Group At Cooley Floor 18
1728 Union St Ste 300	2019-11-20	2019-11-20	Triple Coffee
386 Geary St	2017-05-05	2018-11-20	Ayala Restaurant
1274 26th Ave	2018-02-28	2018-02-28	I Bake SF
2655 Polk St Apt 506	2016-09-06	2016-09-06	Chego Kimchi
294 12th St	2018-01-01	2018-01-01	Apinun Srisopa
233 Bay Ridge Dr	2018-01-01	2018-01-01	Happy Donuts
111 Harold Ave	2016-12-16	2016-12-16	Purely Vegan Food
Market Plaza Pl-25	2016-05-16	2016-05-16	Coast Poke Counter
2401 E Orangeburg Ave 675	2018-08-01	2018-09-01	Bluetech Water
395 Burnett Ave	2019-03-27	2019-03-27	Aditi Indian Cuisine
1661 Tennessee St 30	2019-05-01	2019-05-01	Bleu Ribbon Culinary LLC
501 38th Ave Apt 303	2019-04-27	2019-04-27	Kreativeats
50 Post St	2017-01-20	2017-01-24	60 Foot Farm
2266 40th Ave	2019-12-01	2019-12-01	Autumn Dining
560 Balboa St	2017-05-05	2017-05-30	Wok This Way
100 Terry A Francois Blvd	2016-10-01	2016-10-01	Creperie Saint Germain
2348 Polk St	2019-12-24	2019-12-24	Lemongrass Thai Cuisine
555 California St	2016-10-01	2016-10-01	Creperie Saint Germain
1170 Powell St	2019-09-25	2019-09-25	Keep It Sweet Inc
121 New Montgomery St	2018-05-30	2018-05-30	K-Asian Kitchen LLC
724 S Amphlett Blvd	2017-08-23	2017-08-23	Meal Boxes Etc.
3115 Mission	2019-06-26	2019-08-30	Reef Kitchens
2361 Mission St Rm 119	2017-08-01	2017-08-01	Samjhana Khadka
705 Divisadero St	2018-08-07	2018-08-07	4505 Burgers And Bbq
136 Townsend St	2019-06-26	2019-08-19	Vessel Ca Operations
110 Hunters Point Shipyard Bldg 110	2017-04-25	2017-04-25	Comercial Kitchen
501 Buckingham Way	2017-10-01	2021-03-25	Stonestown Farmers Market
1431 Polk St	2018-10-16	2018-10-16	The Little Chihuahua Mexican Restaurant
4912 Third St	2018-02-28	2018-02-28	Tallio's Coffee & Tea
1760 Cesar Chavez St L	2019-05-20	2019-05-20	A La Couch
1150 Valencia St	2017-09-29	2017-09-29	Sugoi Sushi And Catering
1355 Market St	2019-02-28	2019-02-28	Market Square Food Hall
350 River Oaks Pkwy 1424	2019-02-12	2019-02-12	Sweets4treats
1181 Ocean Ave	2016-10-11	2016-10-11	Sno-Crave Tea House
1700 Church St	2019-04-09	2019-04-29	Regent Thai
613 York St	2016-09-29	2021-12-09	Aedan Koji Cafe
103 Horne Ave	2019-04-10	2021-04-20	K8ter 2 You
151 Montgomery St Ste 151	2019-03-01	2019-04-01	Project Juice
191 Talbert St	2018-01-04	2018-01-04	Alfredo Quick Pizza
483 Sacramento St	2018-12-12	2019-08-08	Local Food Hall
3251 20th Ave	2018-02-21	2018-06-01	Eli's Smokehouse
1441 Stockton St	2019-06-15	2019-06-15	Cavalli Cafe
730 Stanyan St	2017-01-08	2017-01-08	Mcdonald's
1 United Nations Plz	2017-08-31	2024-03-27	Hidden Star Orchards
902 Market St	2018-02-01	2018-02-15	Cable Car Coffee
2850 Bush Street	2017-06-09	2017-06-09	Small Wonder Baker
588 Mission Bay Blvd N 525	2019-02-01	2019-02-01	Chouaib Messaoudi
1829 Union St	2019-05-08	2019-05-08	Super Duper
1229 Page St Apt	2018-05-09	2018-05-09	Nomad Meal
532 Jessie St.	2017-06-01	2017-06-01	Odos Souvla, LLC
534 Naples St	2019-05-16	2022-01-01	Left Coast Catering
1116 Polk St	2018-03-19	2018-03-19	Mustafio""S Pizza
3 Embarcadero Ctr Fl 20	2019-10-28	2021-07-30	Cooley Llp 3 Embarcadero Ctr Fl 21
3317 Steiner St	2018-11-26	2018-11-30	Golden Owl Inc
2962 24th St	2017-04-11	2017-04-11	Top Round Roast Beef
1700 O Farrell	2018-01-30	2018-08-10	Roti
1426 Polk St	2018-10-22	2018-10-22	The Village Cafe, LLC
1431 Polk St	2018-10-16	2019-07-01	The Little Chihuahua Mexican Restaurant
2544 Mission St	2019-12-09	2022-05-01	Grand Coffee
1398 Haight St	2017-09-06	2017-09-06	Magnolia Brewing
1450 Cayuga Ave	2016-08-01	2016-08-01	Flip Dough
235 Montgomery St Fl 30	2019-05-01	2019-05-01	Bleu Ribbon Catering & Events
7344 Weld St Apt C	2017-11-17	2017-11-17	Los 2 Cuates
103 Horne Ave	2019-08-28	2021-03-17	Pastificio Frenk
1 Market	2017-12-27	2019-03-13	Aramark Refreshments At Salesforce
655 Larkin St	2018-10-15	2018-10-15	Sha Thai Dessert Cafe
2537 24th St	2016-09-19	2016-09-19	J & E Restaurant
245 Balboa St	2016-07-01	2016-07-01	Uncle Boy's
701 Cole St	2019-05-28	2019-05-28	Bite Me Sandwiches
3253 Mission St	2017-07-01	2017-07-01	Jasmine Tea House
1635 Divisadero St	2017-11-09	2017-11-09	601 Van Ness Ave Suite K
809 Bush St	2016-06-08	2016-06-08	Tacorea
1755 O'farrell St T11312	2017-03-01	2017-03-01	Sarka Simanova
1081 Mission St	2019-03-18	2022-02-09	Square Pie Guys
1950 Innes 5	2016-06-01	2019-08-06	Rice Valley
489 3rd St	2019-10-21	2019-10-21	Brevetti
1036 Polk St	2016-12-16	2016-12-16	Mangal
451 Castro St	2017-01-17	2017-03-13	Castro Ice Cream
3251 20th Ave 5507	2017-03-24	2017-05-10	Bogurtlen
30 Pier	2016-07-01	2016-07-01	Red's Java House Inc
20065 Stevens Creek Blvd C1	2017-08-08	2017-09-08	Oriental Hot Pot
3188 Mission St	2017-10-14	2021-09-01	U Dessert Story
702 Valencia St	2018-08-16	2022-11-01	Yellow Moto Pizzeria
299 Ellis	2018-12-13	2018-12-13	Happy Donuts
668 Sacramento St	2019-03-01	2019-03-01	Vanda Siam Restaurant LLC
545 Post St	2016-04-26	2017-03-09	Mantel Bar
380 Bush St Ste 4	2019-04-15	2023-02-24	Happy Toast
501 Buckingham Way	2019-04-02	2020-01-06	Avast Bakeshop
601 601 Portsmouth Ln	2018-06-18	2018-06-18	Caffea
260 Divisadero St	2019-01-08	2019-01-08	Powder
711 Geary St	2017-03-01	2017-03-01	Barnzu
900 Folsom St Ste C	2017-01-17	2017-03-09	Vitality Bowls
45 San Francisco St Apt A	2019-10-01	2019-10-01	Slider Shack LLC
175 Bluxome St Unit 129	2018-07-16	2018-07-16	Global Epicure
1793 Church St	2018-11-15	2018-11-15	Pomelo On Church
1900 Addison St Ste 200	2018-09-11	2018-09-11	Momo Noodle
4058 A 18th St	2019-03-25	2019-03-25	Blind Butcher
956 Grant Ave	2019-12-01	2019-12-01	Lady Luck Coffee Inc
215 2nd St	2017-10-01	2017-10-01	Chatz Coffee
845 Market St Ste 16	2017-07-01	2017-11-30	Bake Cheese Tart
257 Miramar Ave Apt 2	2019-09-04	2019-09-04	The Dessert Bae
101 Spear St Fl 4n/4s	2017-12-27	2019-03-14	Aramark Rfs At Salesforce
215 Church St	2018-12-15	2019-03-19	Cook Shoppe
214 Townsend St	2016-10-19	2022-07-26	Blissful Pig Productions ""Dba Mestiza""
4843 Geary Blvd	2019-10-01	2019-10-01	A Table
550 Washington St	2018-05-01	2018-05-01	#1 Verjus Cave, #2 Verjus
845 Market St # 4	2019-01-11	2022-11-01	Mashaallah Halal Food Pakistani Restaurant
922 Carlson S Blvd Apt 4	2017-04-21	2017-04-21	Mission Boricua LLC
1131 Polk St	2019-01-29	2019-01-29	Hemlock Tavern
655 Townsend St	2019-05-30	2022-10-01	Bebuze
2200 Market St	2016-05-11	2017-04-07	Andale Management Group
1332 Van Ness Avenue	2018-08-28	2019-09-05	Route 101
1400 Yosemite Ave	2019-05-16	2019-05-16	Left Coast Catering
1740 Church St	2016-05-27	2016-05-27	Noe Sushi
87 Yerba Buena Ln	2018-01-25	2018-01-25	Oink & Oscar
8605 Santa Monica Blvd Pmb2313	2019-10-01	2019-10-01	Family Style
775 Woodlands Pkwy Ste 100	2019-11-01	2019-11-01	Galaxy Restaurants Catering Group Lp
303 2nd N 102	2016-07-01	2019-02-20	Hinodeya Soma
